in s,C2 in V
4.1798304E-02,-1.34791E+00
4.1798448E-02,-1.36354E+00
4.1798592E-02,-1.36549E+00
4.1798736E-02,-1.38307E+00
4.1798880E-02,-1.38112E+00
4.1799024E-02,-1.38502E+00
4.1799168E-02,-1.38112E+00
4.1799312E-02,-1.37916E+00
4.1799456E-02,-1.37721E+00
4.1799600E-02,-1.37526E+00
4.1799744E-02,-1.36159E+00
4.1799888E-02,-1.35377E+00
4.1800032E-02,-1.34401E+00
4.1800176E-02,-1.32643E+00
4.1800320E-02,-1.31276E+00
4.1800464E-02,-1.29909E+00
4.1800608E-02,-1.26588E+00
4.1800752E-02,-1.25612E+00
4.1800896E-02,-1.23659E+00
4.1801040E-02,-1.22487E+00
4.1801184E-02,-1.19557E+00
4.1801328E-02,-1.17213E+00
4.1801472E-02,-1.14870E+00
4.1801616E-02,-1.12135E+00
4.1801760E-02,-1.07838E+00
4.1801904E-02,-1.07252E+00
4.1802048E-02,-1.04127E+00
4.1802192E-02,-1.01588E+00
4.1802336E-02,-9.82680E-01
4.1802480E-02,-9.61195E-01
4.1802624E-02,-9.41664E-01
4.1802768E-02,-9.12367E-01
4.1802912E-02,-8.83070E-01
4.1803056E-02,-8.63539E-01
4.1803200E-02,-8.38148E-01
4.1803344E-02,-8.18617E-01
4.1803488E-02,-7.87367E-01
4.1803632E-02,-7.73695E-01
4.1803776E-02,-7.48305E-01
4.1803920E-02,-7.34633E-01
4.1804064E-02,-7.13148E-01
4.1804208E-02,-6.99477E-01
4.1804352E-02,-6.85805E-01
4.1804496E-02,-6.68227E-01
4.1804640E-02,-6.50648E-01
4.1804784E-02,-6.54555E-01
4.1804928E-02,-6.42836E-01
4.1805072E-02,-6.35023E-01
4.1805216E-02,-6.23305E-01
4.1805360E-02,-6.23305E-01
4.1805504E-02,-6.09633E-01
4.1805648E-02,-6.15492E-01
4.1805792E-02,-6.15492E-01
4.1805936E-02,-6.29164E-01
4.1806080E-02,-6.17445E-01
4.1806224E-02,-6.31117E-01
4.1806368E-02,-6.33070E-01
4.1806512E-02,-6.50648E-01
4.1806656E-02,-6.50648E-01
4.1806800E-02,-6.64320E-01
4.1806944E-02,-6.83852E-01
4.1807088E-02,-6.87758E-01
4.1807232E-02,-7.07289E-01
4.1807376E-02,-7.26820E-01
4.1807520E-02,-7.36586E-01
4.1807664E-02,-7.60023E-01
4.1807808E-02,-7.71742E-01
4.1807952E-02,-7.95180E-01
4.1808096E-02,-8.10805E-01
4.1808240E-02,-8.36195E-01
4.1808384E-02,-8.59633E-01
4.1808528E-02,-8.67445E-01
4.1808672E-02,-8.90883E-01
4.1808816E-02,-9.14320E-01
4.1808960E-02,-9.29945E-01
4.1809104E-02,-9.51430E-01
4.1809248E-02,-9.67055E-01
4.1809392E-02,-9.86586E-01
4.1809536E-02,-1.01002E+00
4.1809680E-02,-1.02565E+00
4.1809824E-02,-1.03932E+00
4.1809968E-02,-1.06080E+00
4.1810112E-02,-1.06666E+00
4.1810256E-02,-1.07643E+00
4.1810400E-02,-1.09205E+00
4.1810544E-02,-1.10377E+00
4.1810688E-02,-1.11549E+00
4.1810832E-02,-1.12330E+00
4.1810976E-02,-1.13307E+00
4.1811120E-02,-1.14479E+00
4.1811264E-02,-1.13112E+00
4.1811408E-02,-1.14870E+00
4.1811552E-02,-1.14479E+00
4.1811696E-02,-1.14284E+00
4.1811840E-02,-1.13307E+00
4.1811984E-02,-1.13112E+00
4.1812128E-02,-1.13307E+00
4.1812272E-02,-1.12330E+00
4.1812416E-02,-1.10768E+00
4.1812560E-02,-1.10377E+00
4.1812704E-02,-1.09010E+00
4.1812848E-02,-1.08034E+00
4.1812992E-02,-1.06862E+00
4.1813136E-02,-1.05299E+00
4.1813280E-02,-1.03737E+00
4.1813424E-02,-1.02174E+00
4.1813568E-02,-9.96352E-01
4.1813712E-02,-9.82680E-01
4.1813856E-02,-9.69008E-01
4.1814000E-02,-9.51430E-01
4.1814144E-02,-9.31898E-01
4.1814288E-02,-9.12367E-01
4.1814432E-02,-8.88930E-01
4.1814576E-02,-8.79164E-01
4.1814720E-02,-8.53773E-01
4.1814864E-02,-8.44008E-01
4.1815008E-02,-8.26430E-01
4.1815152E-02,-8.06898E-01
4.1815296E-02,-7.97133E-01
4.1815440E-02,-7.81508E-01
4.1815584E-02,-7.65883E-01
4.1815728E-02,-7.52211E-01
4.1815872E-02,-7.46352E-01
4.1816016E-02,-7.38539E-01
4.1816160E-02,-7.32680E-01
4.1816304E-02,-7.28773E-01
4.1816448E-02,-7.26820E-01
4.1816592E-02,-7.19008E-01
4.1816736E-02,-7.28773E-01
4.1816880E-02,-7.28773E-01
4.1817024E-02,-7.26820E-01
4.1817168E-02,-7.26820E-01
4.1817312E-02,-7.32680E-01
4.1817456E-02,-7.38539E-01
4.1817600E-02,-7.48305E-01
4.1817744E-02,-7.65883E-01
4.1817888E-02,-7.73695E-01
4.1818032E-02,-7.83461E-01
4.1818176E-02,-7.93227E-01
4.1818320E-02,-8.24477E-01
4.1818464E-02,-8.30336E-01
4.1818608E-02,-8.44008E-01
4.1818752E-02,-8.59633E-01
4.1818896E-02,-8.77211E-01
4.1819040E-02,-8.94789E-01
4.1819184E-02,-9.16273E-01
4.1819328E-02,-9.26039E-01
4.1819472E-02,-9.51430E-01
4.1819616E-02,-9.69008E-01
4.1819760E-02,-9.76820E-01
4.1819904E-02,-9.98305E-01
4.1820048E-02,-1.00612E+00
4.1820192E-02,-1.01588E+00
4.1820336E-02,-1.04127E+00
4.1820480E-02,-1.05495E+00
4.1820624E-02,-1.05495E+00
4.1820768E-02,-1.06276E+00
4.1820912E-02,-1.07252E+00
4.1821056E-02,-1.08034E+00
4.1821200E-02,-1.08620E+00
4.1821344E-02,-1.08815E+00
4.1821488E-02,-1.08424E+00
4.1821632E-02,-1.08229E+00
4.1821776E-02,-1.08229E+00
4.1821920E-02,-1.08034E+00
4.1822064E-02,-1.07448E+00
4.1822208E-02,-1.06276E+00
4.1822352E-02,-1.05495E+00
4.1822496E-02,-1.04518E+00
4.1822640E-02,-1.03151E+00
4.1822784E-02,-1.02174E+00
4.1822928E-02,-1.00026E+00
4.1823072E-02,-9.92445E-01
4.1823216E-02,-9.76820E-01
4.1823360E-02,-9.55336E-01
4.1823504E-02,-9.41664E-01
4.1823648E-02,-9.24086E-01
4.1823792E-02,-9.14320E-01
4.1823936E-02,-8.88930E-01
4.1824080E-02,-8.81117E-01
4.1824224E-02,-8.55727E-01
4.1824368E-02,-8.32289E-01
4.1824512E-02,-8.20570E-01
4.1824656E-02,-8.14711E-01
4.1824800E-02,-7.97133E-01
4.1824944E-02,-7.95180E-01
4.1825088E-02,-7.75648E-01
4.1825232E-02,-7.69789E-01
4.1825376E-02,-7.50258E-01
4.1825520E-02,-7.58070E-01
4.1825664E-02,-7.42445E-01
4.1825808E-02,-7.50258E-01
4.1825952E-02,-7.30727E-01
4.1826096E-02,-7.38539E-01
4.1826240E-02,-7.38539E-01
4.1826384E-02,-7.42445E-01
4.1826528E-02,-7.36586E-01
4.1826672E-02,-7.48305E-01
4.1826816E-02,-7.58070E-01
4.1826960E-02,-7.67836E-01
4.1827104E-02,-7.69789E-01
4.1827248E-02,-7.79555E-01
4.1827392E-02,-7.83461E-01
4.1827536E-02,-7.99086E-01
4.1827680E-02,-8.08852E-01
4.1827824E-02,-8.22523E-01
4.1827968E-02,-8.30336E-01
4.1828112E-02,-8.51820E-01
4.1828256E-02,-8.51820E-01
4.1828400E-02,-8.59633E-01
4.1828544E-02,-8.73305E-01
4.1828688E-02,-8.77211E-01
4.1828832E-02,-8.88930E-01
4.1828976E-02,-8.94789E-01
4.1829120E-02,-9.02602E-01
4.1829264E-02,-9.04555E-01
4.1829408E-02,-9.06508E-01
4.1829552E-02,-9.12367E-01
4.1829696E-02,-9.12367E-01
4.1829840E-02,-9.14320E-01
4.1829984E-02,-9.04555E-01
4.1830128E-02,-9.06508E-01
4.1830272E-02,-9.00648E-01
4.1830416E-02,-8.94789E-01
4.1830560E-02,-8.79164E-01
4.1830704E-02,-8.69398E-01
4.1830848E-02,-8.63539E-01
4.1830992E-02,-8.45961E-01
4.1831136E-02,-8.28383E-01
4.1831280E-02,-8.04945E-01
4.1831424E-02,-7.79555E-01
4.1831568E-02,-7.61977E-01
4.1831712E-02,-7.42445E-01
4.1831856E-02,-7.17055E-01
4.1832000E-02,-6.95570E-01
4.1832144E-02,-6.77992E-01
4.1832288E-02,-6.50648E-01
4.1832432E-02,-6.21352E-01
4.1832576E-02,-5.92055E-01
4.1832720E-02,-5.70570E-01
4.1832864E-02,-5.49086E-01
4.1833008E-02,-5.17836E-01
4.1833152E-02,-4.92445E-01
4.1833296E-02,-4.69008E-01
4.1833440E-02,-4.41664E-01
4.1833584E-02,-4.20180E-01
4.1833728E-02,-3.98695E-01
4.1833872E-02,-3.88930E-01
4.1834016E-02,-3.57680E-01
4.1834160E-02,-3.42055E-01
4.1834304E-02,-3.30336E-01
4.1834448E-02,-3.06898E-01
4.1834592E-02,-2.83461E-01
4.1834736E-02,-2.73695E-01
4.1834880E-02,-2.60023E-01
4.1835024E-02,-2.48305E-01
4.1835168E-02,-2.32680E-01
4.1835312E-02,-2.28773E-01
4.1835456E-02,-2.17055E-01
4.1835600E-02,-2.11195E-01
4.1835744E-02,-1.93617E-01
4.1835888E-02,-1.83852E-01
4.1836032E-02,-1.81898E-01
4.1836176E-02,-1.79945E-01
4.1836320E-02,-1.76039E-01
4.1836464E-02,-1.72133E-01
4.1836608E-02,-1.54555E-01
4.1836752E-02,-1.50648E-01
4.1836896E-02,-1.48695E-01
4.1837040E-02,-1.48695E-01
4.1837184E-02,-1.35023E-01
4.1837328E-02,-1.33070E-01
4.1837472E-02,-1.27211E-01
4.1837616E-02,-1.23305E-01
4.1837760E-02,-1.13539E-01
4.1837904E-02,-1.13539E-01
4.1838048E-02,-9.59609E-02
4.1838192E-02,-9.98672E-02
4.1838336E-02,-8.22891E-02
4.1838480E-02,-7.25234E-02
4.1838624E-02,-6.27578E-02
4.1838768E-02,-5.88516E-02
4.1838912E-02,-5.49453E-02
4.1839056E-02,-4.12734E-02
4.1839200E-02,-2.95547E-02
4.1839344E-02,-1.97891E-02
4.1839488E-02,-6.11719E-03
4.1839632E-02,-2.57813E-04
4.1839776E-02,1.34141E-02
4.1839920E-02,2.31797E-02
4.1840064E-02,3.48984E-02
4.1840208E-02,4.27109E-02
4.1840352E-02,3.88047E-02
4.1840496E-02,5.05234E-02
4.1840640E-02,6.61484E-02
4.1840784E-02,5.83359E-02
4.1840928E-02,7.59141E-02
4.1841072E-02,7.20078E-02
4.1841216E-02,7.59141E-02
4.1841360E-02,7.00547E-02
4.1841504E-02,6.61484E-02
4.1841648E-02,6.02891E-02
4.1841792E-02,6.02891E-02
4.1841936E-02,6.02891E-02
4.1842080E-02,4.27109E-02
4.1842224E-02,2.51328E-02
4.1842368E-02,1.53672E-02
4.1842512E-02,-6.11719E-03
4.1842656E-02,-1.58828E-02
4.1842800E-02,-3.54141E-02
4.1842944E-02,-6.86172E-02
4.1843088E-02,-9.20547E-02
4.1843232E-02,-1.09633E-01
4.1843376E-02,-1.48695E-01
4.1843520E-02,-1.77992E-01
4.1843664E-02,-2.09242E-01
4.1843808E-02,-2.42445E-01
4.1843952E-02,-2.77602E-01
4.1844096E-02,-3.20570E-01
4.1844240E-02,-3.55727E-01
4.1844384E-02,-3.96742E-01
4.1844528E-02,-4.35805E-01
4.1844672E-02,-4.67055E-01
4.1844816E-02,-5.23695E-01
4.1844960E-02,-5.72523E-01
4.1845104E-02,-6.13539E-01
4.1845248E-02,-6.56508E-01
4.1845392E-02,-7.01430E-01
4.1845536E-02,-7.46352E-01
4.1845680E-02,-7.87367E-01
4.1845824E-02,-8.22523E-01
4.1845968E-02,-8.71352E-01
4.1846112E-02,-9.16273E-01
4.1846256E-02,-9.55336E-01
4.1846400E-02,-9.86586E-01
4.1846544E-02,-1.03541E+00
4.1846688E-02,-1.07252E+00
4.1846832E-02,-1.10573E+00
4.1846976E-02,-1.13698E+00
4.1847120E-02,-1.16823E+00
4.1847264E-02,-1.19557E+00
4.1847408E-02,-1.22877E+00
4.1847552E-02,-1.24635E+00
4.1847696E-02,-1.27955E+00
4.1847840E-02,-1.29323E+00
4.1847984E-02,-1.31471E+00
4.1848128E-02,-1.33424E+00
4.1848272E-02,-1.34205E+00
4.1848416E-02,-1.36354E+00
4.1848560E-02,-1.37721E+00
4.1848704E-02,-1.38112E+00
4.1848848E-02,-1.38112E+00
4.1848992E-02,-1.38698E+00
4.1849136E-02,-1.38698E+00
4.1849280E-02,-1.38502E+00
4.1849424E-02,-1.38112E+00
4.1849568E-02,-1.37916E+00
4.1849712E-02,-1.36940E+00
4.1849856E-02,-1.35573E+00
4.1850000E-02,-1.34791E+00
4.1850144E-02,-1.33620E+00
4.1850288E-02,-1.31862E+00
4.1850432E-02,-1.29518E+00
4.1850576E-02,-1.28737E+00
4.1850720E-02,-1.26198E+00
4.1850864E-02,-1.24245E+00
4.1851008E-02,-1.22291E+00
4.1851152E-02,-1.19557E+00
4.1851296E-02,-1.18385E+00
4.1851440E-02,-1.14674E+00
4.1851584E-02,-1.12330E+00
4.1851728E-02,-1.10182E+00
4.1851872E-02,-1.08620E+00
4.1852016E-02,-1.05885E+00
4.1852160E-02,-1.02565E+00
4.1852304E-02,-1.00221E+00
4.1852448E-02,-9.72914E-01
4.1852592E-02,-9.53383E-01
4.1852736E-02,-9.24086E-01
4.1852880E-02,-8.92836E-01
4.1853024E-02,-8.69398E-01
4.1853168E-02,-8.49867E-01
4.1853312E-02,-8.28383E-01
4.1853456E-02,-8.06898E-01
4.1853600E-02,-7.71742E-01
4.1853744E-02,-7.63930E-01
4.1853888E-02,-7.42445E-01
4.1854032E-02,-7.20961E-01
4.1854176E-02,-7.07289E-01
4.1854320E-02,-6.83852E-01
4.1854464E-02,-6.77992E-01
4.1854608E-02,-6.60414E-01
4.1854752E-02,-6.46742E-01
4.1854896E-02,-6.50648E-01
4.1855040E-02,-6.33070E-01
4.1855184E-02,-6.23305E-01
4.1855328E-02,-6.17445E-01
4.1855472E-02,-6.29164E-01
4.1855616E-02,-6.23305E-01
4.1855760E-02,-6.23305E-01
4.1855904E-02,-6.15492E-01
4.1856048E-02,-6.38930E-01
4.1856192E-02,-6.33070E-01
4.1856336E-02,-6.42836E-01
4.1856480E-02,-6.50648E-01
4.1856624E-02,-6.52602E-01
4.1856768E-02,-6.66273E-01
4.1856912E-02,-6.81898E-01
4.1857056E-02,-6.87758E-01
4.1857200E-02,-7.11195E-01
4.1857344E-02,-7.26820E-01
4.1857488E-02,-7.40492E-01
4.1857632E-02,-7.58070E-01
4.1857776E-02,-7.79555E-01
4.1857920E-02,-7.87367E-01
4.1858064E-02,-8.16664E-01
4.1858208E-02,-8.26430E-01
4.1858352E-02,-8.44008E-01
4.1858496E-02,-8.79164E-01
4.1858640E-02,-8.92836E-01
4.1858784E-02,-9.14320E-01
4.1858928E-02,-9.27992E-01
4.1859072E-02,-9.45570E-01
4.1859216E-02,-9.72914E-01
4.1859360E-02,-9.92445E-01
4.1859504E-02,-1.00807E+00
4.1859648E-02,-1.02174E+00
4.1859792E-02,-1.04323E+00
4.1859936E-02,-1.05104E+00
4.1860080E-02,-1.07057E+00
4.1860224E-02,-1.08424E+00
4.1860368E-02,-1.10182E+00
4.1860512E-02,-1.10573E+00
4.1860656E-02,-1.11745E+00
4.1860800E-02,-1.12916E+00
4.1860944E-02,-1.12721E+00
4.1861088E-02,-1.14088E+00
4.1861232E-02,-1.14479E+00
4.1861376E-02,-1.13893E+00
4.1861520E-02,-1.14479E+00
4.1861664E-02,-1.13893E+00
4.1861808E-02,-1.14870E+00
4.1861952E-02,-1.13112E+00
4.1862096E-02,-1.13307E+00
4.1862240E-02,-1.13307E+00
4.1862384E-02,-1.11940E+00
4.1862528E-02,-1.10768E+00
4.1862672E-02,-1.09401E+00
4.1862816E-02,-1.08620E+00
4.1862960E-02,-1.07252E+00
4.1863104E-02,-1.05495E+00
4.1863248E-02,-1.04127E+00
4.1863392E-02,-1.02760E+00
4.1863536E-02,-1.00807E+00
4.1863680E-02,-9.98305E-01
4.1863824E-02,-9.76820E-01
4.1863968E-02,-9.61195E-01
4.1864112E-02,-9.39711E-01
4.1864256E-02,-9.14320E-01
4.1864400E-02,-9.08461E-01
4.1864544E-02,-8.85023E-01
4.1864688E-02,-8.67445E-01
4.1864832E-02,-8.45961E-01
4.1864976E-02,-8.36195E-01
4.1865120E-02,-8.10805E-01
4.1865264E-02,-8.06898E-01
4.1865408E-02,-7.93227E-01
4.1865552E-02,-7.71742E-01
4.1865696E-02,-7.60023E-01
4.1865840E-02,-7.54164E-01
4.1865984E-02,-7.42445E-01
4.1866128E-02,-7.32680E-01
4.1866272E-02,-7.32680E-01
4.1866416E-02,-7.22914E-01
4.1866560E-02,-7.24867E-01
4.1866704E-02,-7.24867E-01
4.1866848E-02,-7.19008E-01
4.1866992E-02,-7.28773E-01
4.1867136E-02,-7.34633E-01
4.1867280E-02,-7.32680E-01
4.1867424E-02,-7.44398E-01
4.1867568E-02,-7.50258E-01
4.1867712E-02,-7.65883E-01
4.1867856E-02,-7.77602E-01
4.1868000E-02,-7.83461E-01
4.1868144E-02,-8.02992E-01
4.1868288E-02,-8.12758E-01
4.1868432E-02,-8.32289E-01
4.1868576E-02,-8.44008E-01
4.1868720E-02,-8.59633E-01
4.1868864E-02,-8.73305E-01
4.1869008E-02,-8.94789E-01
4.1869152E-02,-9.02602E-01
4.1869296E-02,-9.35805E-01
4.1869440E-02,-9.43617E-01
4.1869584E-02,-9.65102E-01
4.1869728E-02,-9.80727E-01
4.1869872E-02,-9.92445E-01
4.1870016E-02,-1.00807E+00
4.1870160E-02,-1.02174E+00
4.1870304E-02,-1.03737E+00
4.1870448E-02,-1.04518E+00
4.1870592E-02,-1.05104E+00
4.1870736E-02,-1.07057E+00
4.1870880E-02,-1.07448E+00
4.1871024E-02,-1.08424E+00
4.1871168E-02,-1.08815E+00
4.1871312E-02,-1.09401E+00
4.1871456E-02,-1.08620E+00
4.1871600E-02,-1.08815E+00
4.1871744E-02,-1.08815E+00
4.1871888E-02,-1.08815E+00
4.1872032E-02,-1.06862E+00
4.1872176E-02,-1.07057E+00
4.1872320E-02,-1.05885E+00
4.1872464E-02,-1.05690E+00
4.1872608E-02,-1.03737E+00
4.1872752E-02,-1.03346E+00
4.1872896E-02,-1.00807E+00
4.1873040E-02,-9.92445E-01
4.1873184E-02,-9.80727E-01
4.1873328E-02,-9.70961E-01
4.1873472E-02,-9.41664E-01
4.1873616E-02,-9.39711E-01
4.1873760E-02,-9.14320E-01
4.1873904E-02,-8.96742E-01
4.1874048E-02,-8.79164E-01
4.1874192E-02,-8.63539E-01
4.1874336E-02,-8.30336E-01
4.1874480E-02,-8.30336E-01
4.1874624E-02,-8.14711E-01
4.1874768E-02,-7.97133E-01
4.1874912E-02,-7.85414E-01
4.1875056E-02,-7.85414E-01
4.1875200E-02,-7.65883E-01
4.1875344E-02,-7.65883E-01
4.1875488E-02,-7.50258E-01
4.1875632E-02,-7.50258E-01
4.1875776E-02,-7.42445E-01
4.1875920E-02,-7.36586E-01
4.1876064E-02,-7.38539E-01
4.1876208E-02,-7.42445E-01
4.1876352E-02,-7.42445E-01
4.1876496E-02,-7.46352E-01
4.1876640E-02,-7.46352E-01
4.1876784E-02,-7.56117E-01
4.1876928E-02,-7.61977E-01
4.1877072E-02,-7.73695E-01
4.1877216E-02,-7.77602E-01
4.1877360E-02,-7.81508E-01
4.1877504E-02,-8.01039E-01
4.1877648E-02,-8.04945E-01
4.1877792E-02,-8.16664E-01
4.1877936E-02,-8.30336E-01
4.1878080E-02,-8.38148E-01
4.1878224E-02,-8.53773E-01
4.1878368E-02,-8.63539E-01
4.1878512E-02,-8.71352E-01
4.1878656E-02,-8.83070E-01
4.1878800E-02,-8.86977E-01
4.1878944E-02,-8.88930E-01
4.1879088E-02,-9.04555E-01
4.1879232E-02,-9.14320E-01
4.1879376E-02,-9.14320E-01
4.1879520E-02,-9.12367E-01
4.1879664E-02,-9.16273E-01
4.1879808E-02,-9.16273E-01
4.1879952E-02,-9.18227E-01
4.1880096E-02,-9.12367E-01
4.1880240E-02,-9.10414E-01
4.1880384E-02,-8.88930E-01
4.1880528E-02,-8.86977E-01
4.1880672E-02,-8.75258E-01
4.1880816E-02,-8.57680E-01
4.1880960E-02,-8.44008E-01
4.1881104E-02,-8.34242E-01
4.1881248E-02,-8.10805E-01
4.1881392E-02,-7.97133E-01
4.1881536E-02,-7.65883E-01
4.1881680E-02,-7.50258E-01
4.1881824E-02,-7.26820E-01
4.1881968E-02,-7.03383E-01
4.1882112E-02,-6.74086E-01
4.1882256E-02,-6.50648E-01
4.1882400E-02,-6.17445E-01
4.1882544E-02,-5.97914E-01
4.1882688E-02,-5.82289E-01
4.1882832E-02,-5.47133E-01
4.1882976E-02,-5.17836E-01
4.1883120E-02,-5.02211E-01
4.1883264E-02,-4.78773E-01
4.1883408E-02,-4.57289E-01
4.1883552E-02,-4.37758E-01
4.1883696E-02,-4.10414E-01
4.1883840E-02,-3.90883E-01
4.1883984E-02,-3.67445E-01
4.1884128E-02,-3.42055E-01
4.1884272E-02,-3.30336E-01
4.1884416E-02,-3.10805E-01
4.1884560E-02,-2.93227E-01
4.1884704E-02,-2.85414E-01
4.1884848E-02,-2.60023E-01
4.1884992E-02,-2.58070E-01
4.1885136E-02,-2.36586E-01
4.1885280E-02,-2.24867E-01
4.1885424E-02,-2.24867E-01
4.1885568E-02,-2.07289E-01
4.1885712E-02,-2.05336E-01
4.1885856E-02,-1.89711E-01
4.1886000E-02,-1.87758E-01
4.1886144E-02,-1.79945E-01
4.1886288E-02,-1.74086E-01
4.1886432E-02,-1.66273E-01
4.1886576E-02,-1.60414E-01
4.1886720E-02,-1.54555E-01
4.1886864E-02,-1.54555E-01
4.1887008E-02,-1.38930E-01
4.1887152E-02,-1.48695E-01
4.1887296E-02,-1.35023E-01
4.1887440E-02,-1.21352E-01
4.1887584E-02,-1.21352E-01
4.1887728E-02,-1.21352E-01
4.1887872E-02,-1.05727E-01
4.1888016E-02,-1.05727E-01
4.1888160E-02,-9.20547E-02
4.1888304E-02,-9.01016E-02
4.1888448E-02,-7.44766E-02
4.1888592E-02,-6.66641E-02
4.1888736E-02,-5.29922E-02
4.1888880E-02,-5.10391E-02
4.1889024E-02,-4.12734E-02
4.1889168E-02,-3.15078E-02
4.1889312E-02,-2.56484E-02
4.1889456E-02,-2.57813E-04
4.1889600E-02,-2.57813E-04
4.1889744E-02,1.14609E-02
4.1889888E-02,2.90391E-02
4.1890032E-02,2.12266E-02
4.1890176E-02,3.48984E-02
4.1890320E-02,5.05234E-02
4.1890464E-02,5.24766E-02
4.1890608E-02,5.63828E-02
4.1890752E-02,6.22422E-02
4.1890896E-02,6.81016E-02
4.1891040E-02,7.00547E-02
4.1891184E-02,7.78672E-02
4.1891328E-02,7.20078E-02
4.1891472E-02,7.00547E-02
4.1891616E-02,6.02891E-02
4.1891760E-02,6.41953E-02
4.1891904E-02,5.44297E-02
4.1892048E-02,4.46641E-02
4.1892192E-02,3.09922E-02
4.1892336E-02,2.70859E-02
4.1892480E-02,1.69531E-03
4.1892624E-02,-1.58828E-02
4.1892768E-02,-4.12734E-02
4.1892912E-02,-6.27578E-02
4.1893056E-02,-8.03359E-02
4.1893200E-02,-1.17445E-01
4.1893344E-02,-1.35023E-01
4.1893488E-02,-1.72133E-01
4.1893632E-02,-2.01430E-01
4.1893776E-02,-2.42445E-01
4.1893920E-02,-2.63930E-01
4.1894064E-02,-2.99086E-01
4.1894208E-02,-3.47914E-01
4.1894352E-02,-3.92836E-01
4.1894496E-02,-4.16273E-01
4.1894640E-02,-4.70961E-01
4.1894784E-02,-5.11977E-01
4.1894928E-02,-5.56898E-01
4.1895072E-02,-5.94008E-01
4.1895216E-02,-6.46742E-01
4.1895360E-02,-6.89711E-01
4.1895504E-02,-7.26820E-01
4.1895648E-02,-7.67836E-01
4.1895792E-02,-8.18617E-01
4.1895936E-02,-8.51820E-01
4.1896080E-02,-9.06508E-01
4.1896224E-02,-9.41664E-01
4.1896368E-02,-9.86586E-01
4.1896512E-02,-1.02565E+00
4.1896656E-02,-1.06276E+00
4.1896800E-02,-1.09205E+00
4.1896944E-02,-1.12916E+00
4.1897088E-02,-1.15846E+00
4.1897232E-02,-1.18190E+00
4.1897376E-02,-1.22291E+00
4.1897520E-02,-1.25221E+00
4.1897664E-02,-1.26588E+00
4.1897808E-02,-1.28737E+00
4.1897952E-02,-1.30885E+00
4.1898096E-02,-1.32838E+00
4.1898240E-02,-1.34596E+00
4.1898384E-02,-1.35963E+00
4.1898528E-02,-1.36745E+00
4.1898672E-02,-1.37721E+00
4.1898816E-02,-1.38112E+00
4.1898960E-02,-1.38698E+00
4.1899104E-02,-1.37721E+00
4.1899248E-02,-1.38307E+00
4.1899392E-02,-1.36745E+00
4.1899536E-02,-1.37330E+00
4.1899680E-02,-1.36940E+00
4.1899824E-02,-1.36549E+00
4.1899968E-02,-1.34205E+00
4.1900112E-02,-1.33424E+00
4.1900256E-02,-1.32057E+00
4.1900400E-02,-1.30299E+00
4.1900544E-02,-1.28737E+00
4.1900688E-02,-1.26588E+00
4.1900832E-02,-1.24440E+00
4.1900976E-02,-1.22877E+00
4.1901120E-02,-1.19752E+00
4.1901264E-02,-1.18190E+00
4.1901408E-02,-1.14674E+00
4.1901552E-02,-1.13502E+00
4.1901696E-02,-1.10768E+00
4.1901840E-02,-1.08424E+00
4.1901984E-02,-1.05885E+00
4.1902128E-02,-1.02370E+00
4.1902272E-02,-1.00221E+00
4.1902416E-02,-9.72914E-01
4.1902560E-02,-9.53383E-01
4.1902704E-02,-9.18227E-01
4.1902848E-02,-8.94789E-01
4.1902992E-02,-8.75258E-01
4.1903136E-02,-8.47914E-01
4.1903280E-02,-8.30336E-01
4.1903424E-02,-8.08852E-01
4.1903568E-02,-7.83461E-01
4.1903712E-02,-7.58070E-01
4.1903856E-02,-7.44398E-01
4.1904000E-02,-7.26820E-01
4.1904144E-02,-7.19008E-01
4.1904288E-02,-6.95570E-01
4.1904432E-02,-6.74086E-01
4.1904576E-02,-6.62367E-01
4.1904720E-02,-6.56508E-01
4.1904864E-02,-6.44789E-01
4.1905008E-02,-6.42836E-01
4.1905152E-02,-6.29164E-01
4.1905296E-02,-6.29164E-01
4.1905440E-02,-6.15492E-01
4.1905584E-02,-6.17445E-01
4.1905728E-02,-6.17445E-01
4.1905872E-02,-6.19398E-01
4.1906016E-02,-6.25258E-01
4.1906160E-02,-6.21352E-01
4.1906304E-02,-6.31117E-01
4.1906448E-02,-6.44789E-01
4.1906592E-02,-6.56508E-01
4.1906736E-02,-6.64320E-01
4.1906880E-02,-6.76039E-01
4.1907024E-02,-6.85805E-01
4.1907168E-02,-7.01430E-01
4.1907312E-02,-7.17055E-01
4.1907456E-02,-7.34633E-01
4.1907600E-02,-7.46352E-01
4.1907744E-02,-7.61977E-01
4.1907888E-02,-7.81508E-01
4.1908032E-02,-7.97133E-01
4.1908176E-02,-8.30336E-01
4.1908320E-02,-8.49867E-01
4.1908464E-02,-8.71352E-01
4.1908608E-02,-8.85023E-01
4.1908752E-02,-9.08461E-01
4.1908896E-02,-9.24086E-01
4.1909040E-02,-9.41664E-01
4.1909184E-02,-9.59242E-01
4.1909328E-02,-9.80727E-01
4.1909472E-02,-1.00612E+00
4.1909616E-02,-1.01784E+00
4.1909760E-02,-1.03932E+00
4.1909904E-02,-1.05299E+00
4.1910048E-02,-1.06666E+00
4.1910192E-02,-1.08229E+00
4.1910336E-02,-1.08815E+00
