in s,C2 in V
5.1920064E-02,-1.01979E+00
5.1920208E-02,-1.03346E+00
5.1920352E-02,-1.04713E+00
5.1920496E-02,-1.05495E+00
5.1920640E-02,-1.06080E+00
5.1920784E-02,-1.07448E+00
5.1920928E-02,-1.08034E+00
5.1921072E-02,-1.08034E+00
5.1921216E-02,-1.08034E+00
5.1921360E-02,-1.09401E+00
5.1921504E-02,-1.09205E+00
5.1921648E-02,-1.09205E+00
5.1921792E-02,-1.08620E+00
5.1921936E-02,-1.08424E+00
5.1922080E-02,-1.07838E+00
5.1922224E-02,-1.06862E+00
5.1922368E-02,-1.05885E+00
5.1922512E-02,-1.05299E+00
5.1922656E-02,-1.03737E+00
5.1922800E-02,-1.02174E+00
5.1922944E-02,-1.00807E+00
5.1923088E-02,-9.94398E-01
5.1923232E-02,-9.74867E-01
5.1923376E-02,-9.65102E-01
5.1923520E-02,-9.41664E-01
5.1923664E-02,-9.29945E-01
5.1923808E-02,-9.10414E-01
5.1923952E-02,-8.94789E-01
5.1924096E-02,-8.71352E-01
5.1924240E-02,-8.63539E-01
5.1924384E-02,-8.44008E-01
5.1924528E-02,-8.32289E-01
5.1924672E-02,-8.10805E-01
5.1924816E-02,-8.01039E-01
5.1924960E-02,-7.95180E-01
5.1925104E-02,-7.77602E-01
5.1925248E-02,-7.71742E-01
5.1925392E-02,-7.61977E-01
5.1925536E-02,-7.46352E-01
5.1925680E-02,-7.50258E-01
5.1925824E-02,-7.36586E-01
5.1925968E-02,-7.44398E-01
5.1926112E-02,-7.34633E-01
5.1926256E-02,-7.42445E-01
5.1926400E-02,-7.44398E-01
5.1926544E-02,-7.50258E-01
5.1926688E-02,-7.52211E-01
5.1926832E-02,-7.58070E-01
5.1926976E-02,-7.58070E-01
5.1927120E-02,-7.73695E-01
5.1927264E-02,-7.79555E-01
5.1927408E-02,-8.01039E-01
5.1927552E-02,-7.97133E-01
5.1927696E-02,-8.14711E-01
5.1927840E-02,-8.16664E-01
5.1927984E-02,-8.38148E-01
5.1928128E-02,-8.53773E-01
5.1928272E-02,-8.57680E-01
5.1928416E-02,-8.69398E-01
5.1928560E-02,-8.69398E-01
5.1928704E-02,-8.81117E-01
5.1928848E-02,-9.04555E-01
5.1928992E-02,-9.00648E-01
5.1929136E-02,-9.04555E-01
5.1929280E-02,-9.12367E-01
5.1929424E-02,-9.22133E-01
5.1929568E-02,-9.16273E-01
5.1929712E-02,-9.22133E-01
5.1929856E-02,-9.14320E-01
5.1930000E-02,-9.20180E-01
5.1930144E-02,-9.14320E-01
5.1930288E-02,-9.04555E-01
5.1930432E-02,-8.96742E-01
5.1930576E-02,-8.79164E-01
5.1930720E-02,-8.73305E-01
5.1930864E-02,-8.61586E-01
5.1931008E-02,-8.38148E-01
5.1931152E-02,-8.18617E-01
5.1931296E-02,-8.01039E-01
5.1931440E-02,-7.89320E-01
5.1931584E-02,-7.69789E-01
5.1931728E-02,-7.42445E-01
5.1931872E-02,-7.17055E-01
5.1932016E-02,-6.99477E-01
5.1932160E-02,-6.76039E-01
5.1932304E-02,-6.46742E-01
5.1932448E-02,-6.17445E-01
5.1932592E-02,-5.94008E-01
5.1932736E-02,-5.64711E-01
5.1932880E-02,-5.43227E-01
5.1933024E-02,-5.17836E-01
5.1933168E-02,-4.90492E-01
5.1933312E-02,-4.70961E-01
5.1933456E-02,-4.43617E-01
5.1933600E-02,-4.22133E-01
5.1933744E-02,-4.12367E-01
5.1933888E-02,-3.86977E-01
5.1934032E-02,-3.61586E-01
5.1934176E-02,-3.42055E-01
5.1934320E-02,-3.24477E-01
5.1934464E-02,-3.08852E-01
5.1934608E-02,-2.95180E-01
5.1934752E-02,-2.75648E-01
5.1934896E-02,-2.58070E-01
5.1935040E-02,-2.50258E-01
5.1935184E-02,-2.34633E-01
5.1935328E-02,-2.28773E-01
5.1935472E-02,-2.15102E-01
5.1935616E-02,-2.07289E-01
5.1935760E-02,-1.99477E-01
5.1935904E-02,-1.95570E-01
5.1936048E-02,-1.91664E-01
5.1936192E-02,-1.81898E-01
5.1936336E-02,-1.72133E-01
5.1936480E-02,-1.56508E-01
5.1936624E-02,-1.56508E-01
5.1936768E-02,-1.54555E-01
5.1936912E-02,-1.50648E-01
5.1937056E-02,-1.46742E-01
5.1937200E-02,-1.44789E-01
5.1937344E-02,-1.38930E-01
5.1937488E-02,-1.31117E-01
5.1937632E-02,-1.19398E-01
5.1937776E-02,-1.15492E-01
5.1937920E-02,-1.07680E-01
5.1938064E-02,-9.98672E-02
5.1938208E-02,-9.20547E-02
5.1938352E-02,-8.22891E-02
5.1938496E-02,-6.66641E-02
5.1938640E-02,-6.47109E-02
5.1938784E-02,-5.10391E-02
5.1938928E-02,-5.10391E-02
5.1939072E-02,-3.54141E-02
5.1939216E-02,-3.15078E-02
5.1939360E-02,-1.58828E-02
5.1939504E-02,-6.11719E-03
5.1939648E-02,1.14609E-02
5.1939792E-02,1.34141E-02
5.1939936E-02,1.92734E-02
5.1940080E-02,3.29453E-02
5.1940224E-02,4.07578E-02
5.1940368E-02,4.46641E-02
5.1940512E-02,5.63828E-02
5.1940656E-02,5.44297E-02
5.1940800E-02,5.83359E-02
5.1940944E-02,6.02891E-02
5.1941088E-02,7.20078E-02
5.1941232E-02,7.20078E-02
5.1941376E-02,7.59141E-02
5.1941520E-02,6.81016E-02
5.1941664E-02,5.83359E-02
5.1941808E-02,6.22422E-02
5.1941952E-02,5.05234E-02
5.1942096E-02,3.88047E-02
5.1942240E-02,1.73203E-02
5.1942384E-02,9.50781E-03
5.1942528E-02,3.64844E-03
5.1942672E-02,-2.36953E-02
5.1942816E-02,-4.32266E-02
5.1942960E-02,-7.05703E-02
5.1943104E-02,-9.20547E-02
5.1943248E-02,-1.17445E-01
5.1943392E-02,-1.48695E-01
5.1943536E-02,-1.85805E-01
5.1943680E-02,-2.03383E-01
5.1943824E-02,-2.42445E-01
5.1943968E-02,-2.83461E-01
5.1944112E-02,-3.22523E-01
5.1944256E-02,-3.57680E-01
5.1944400E-02,-4.04555E-01
5.1944544E-02,-4.45570E-01
5.1944688E-02,-4.84633E-01
5.1944832E-02,-5.27602E-01
5.1944976E-02,-5.68617E-01
5.1945120E-02,-6.13539E-01
5.1945264E-02,-6.56508E-01
5.1945408E-02,-6.93617E-01
5.1945552E-02,-7.50258E-01
5.1945696E-02,-7.79555E-01
5.1945840E-02,-8.34242E-01
5.1945984E-02,-8.77211E-01
5.1946128E-02,-9.16273E-01
5.1946272E-02,-9.55336E-01
5.1946416E-02,-1.00416E+00
5.1946560E-02,-1.04127E+00
5.1946704E-02,-1.07252E+00
5.1946848E-02,-1.10768E+00
5.1946992E-02,-1.13893E+00
5.1947136E-02,-1.16627E+00
5.1947280E-02,-1.20534E+00
5.1947424E-02,-1.22877E+00
5.1947568E-02,-1.25026E+00
5.1947712E-02,-1.27565E+00
5.1947856E-02,-1.29713E+00
5.1948000E-02,-1.31666E+00
5.1948144E-02,-1.33620E+00
5.1948288E-02,-1.33815E+00
5.1948432E-02,-1.36549E+00
5.1948576E-02,-1.36549E+00
5.1948720E-02,-1.37916E+00
5.1948864E-02,-1.38698E+00
5.1949008E-02,-1.38112E+00
5.1949152E-02,-1.37721E+00
5.1949296E-02,-1.37721E+00
5.1949440E-02,-1.38112E+00
5.1949584E-02,-1.37526E+00
5.1949728E-02,-1.36159E+00
5.1949872E-02,-1.35768E+00
5.1950016E-02,-1.34205E+00
5.1950160E-02,-1.32643E+00
5.1950304E-02,-1.31471E+00
5.1950448E-02,-1.30495E+00
5.1950592E-02,-1.28346E+00
5.1950736E-02,-1.26979E+00
5.1950880E-02,-1.23854E+00
5.1951024E-02,-1.21510E+00
5.1951168E-02,-1.19557E+00
5.1951312E-02,-1.17213E+00
5.1951456E-02,-1.14674E+00
5.1951600E-02,-1.12330E+00
5.1951744E-02,-1.09401E+00
5.1951888E-02,-1.07252E+00
5.1952032E-02,-1.04909E+00
5.1952176E-02,-1.02955E+00
5.1952320E-02,-9.98305E-01
5.1952464E-02,-9.72914E-01
5.1952608E-02,-9.37758E-01
5.1952752E-02,-9.16273E-01
5.1952896E-02,-8.88930E-01
5.1953040E-02,-8.71352E-01
5.1953184E-02,-8.42055E-01
5.1953328E-02,-8.24477E-01
5.1953472E-02,-7.91273E-01
5.1953616E-02,-7.69789E-01
5.1953760E-02,-7.56117E-01
5.1953904E-02,-7.32680E-01
5.1954048E-02,-7.22914E-01
5.1954192E-02,-7.11195E-01
5.1954336E-02,-6.93617E-01
5.1954480E-02,-6.79945E-01
5.1954624E-02,-6.64320E-01
5.1954768E-02,-6.58461E-01
5.1954912E-02,-6.42836E-01
5.1955056E-02,-6.46742E-01
5.1955200E-02,-6.25258E-01
5.1955344E-02,-6.13539E-01
5.1955488E-02,-6.25258E-01
5.1955632E-02,-6.29164E-01
5.1955776E-02,-6.21352E-01
5.1955920E-02,-6.33070E-01
5.1956064E-02,-6.27211E-01
5.1956208E-02,-6.31117E-01
5.1956352E-02,-6.31117E-01
5.1956496E-02,-6.44789E-01
5.1956640E-02,-6.56508E-01
5.1956784E-02,-6.74086E-01
5.1956928E-02,-6.72133E-01
5.1957072E-02,-6.95570E-01
5.1957216E-02,-7.07289E-01
5.1957360E-02,-7.22914E-01
5.1957504E-02,-7.38539E-01
5.1957648E-02,-7.63930E-01
5.1957792E-02,-7.75648E-01
5.1957936E-02,-7.95180E-01
5.1958080E-02,-8.18617E-01
5.1958224E-02,-8.24477E-01
5.1958368E-02,-8.49867E-01
5.1958512E-02,-8.71352E-01
5.1958656E-02,-8.92836E-01
5.1958800E-02,-9.18227E-01
5.1958944E-02,-9.26039E-01
5.1959088E-02,-9.61195E-01
5.1959232E-02,-9.63148E-01
5.1959376E-02,-9.94398E-01
5.1959520E-02,-1.01002E+00
5.1959664E-02,-1.02760E+00
5.1959808E-02,-1.03932E+00
5.1959952E-02,-1.05690E+00
5.1960096E-02,-1.06666E+00
5.1960240E-02,-1.09596E+00
5.1960384E-02,-1.09791E+00
5.1960528E-02,-1.10768E+00
5.1960672E-02,-1.12330E+00
5.1960816E-02,-1.12526E+00
5.1960960E-02,-1.12721E+00
5.1961104E-02,-1.14479E+00
5.1961248E-02,-1.14674E+00
5.1961392E-02,-1.14674E+00
5.1961536E-02,-1.14674E+00
5.1961680E-02,-1.15065E+00
5.1961824E-02,-1.13502E+00
5.1961968E-02,-1.14088E+00
5.1962112E-02,-1.13307E+00
5.1962256E-02,-1.12721E+00
5.1962400E-02,-1.11549E+00
5.1962544E-02,-1.10768E+00
5.1962688E-02,-1.08815E+00
5.1962832E-02,-1.08229E+00
5.1962976E-02,-1.07252E+00
5.1963120E-02,-1.05495E+00
5.1963264E-02,-1.03541E+00
5.1963408E-02,-1.03346E+00
5.1963552E-02,-1.01002E+00
5.1963696E-02,-9.92445E-01
5.1963840E-02,-9.65102E-01
5.1963984E-02,-9.57289E-01
5.1964128E-02,-9.35805E-01
5.1964272E-02,-9.14320E-01
5.1964416E-02,-9.02602E-01
5.1964560E-02,-8.79164E-01
5.1964704E-02,-8.63539E-01
5.1964848E-02,-8.53773E-01
5.1964992E-02,-8.34242E-01
5.1965136E-02,-8.04945E-01
5.1965280E-02,-7.95180E-01
5.1965424E-02,-7.85414E-01
5.1965568E-02,-7.75648E-01
5.1965712E-02,-7.67836E-01
5.1965856E-02,-7.44398E-01
5.1966000E-02,-7.46352E-01
5.1966144E-02,-7.36586E-01
5.1966288E-02,-7.28773E-01
5.1966432E-02,-7.28773E-01
5.1966576E-02,-7.28773E-01
5.1966720E-02,-7.24867E-01
5.1966864E-02,-7.28773E-01
5.1967008E-02,-7.26820E-01
5.1967152E-02,-7.36586E-01
5.1967296E-02,-7.30727E-01
5.1967440E-02,-7.52211E-01
5.1967584E-02,-7.44398E-01
5.1967728E-02,-7.71742E-01
5.1967872E-02,-7.77602E-01
5.1968016E-02,-7.89320E-01
5.1968160E-02,-7.93227E-01
5.1968304E-02,-8.16664E-01
5.1968448E-02,-8.28383E-01
5.1968592E-02,-8.45961E-01
5.1968736E-02,-8.63539E-01
5.1968880E-02,-8.73305E-01
5.1969024E-02,-8.96742E-01
5.1969168E-02,-9.14320E-01
5.1969312E-02,-9.29945E-01
5.1969456E-02,-9.41664E-01
5.1969600E-02,-9.67055E-01
5.1969744E-02,-9.78773E-01
5.1969888E-02,-9.94398E-01
5.1970032E-02,-1.01393E+00
5.1970176E-02,-1.02955E+00
5.1970320E-02,-1.03932E+00
5.1970464E-02,-1.05104E+00
5.1970608E-02,-1.06080E+00
5.1970752E-02,-1.06471E+00
5.1970896E-02,-1.07643E+00
5.1971040E-02,-1.08424E+00
5.1971184E-02,-1.08229E+00
5.1971328E-02,-1.08815E+00
5.1971472E-02,-1.08815E+00
5.1971616E-02,-1.08229E+00
5.1971760E-02,-1.08620E+00
5.1971904E-02,-1.08229E+00
5.1972048E-02,-1.07643E+00
5.1972192E-02,-1.06666E+00
5.1972336E-02,-1.05690E+00
5.1972480E-02,-1.04518E+00
5.1972624E-02,-1.04127E+00
5.1972768E-02,-1.02565E+00
5.1972912E-02,-1.00612E+00
5.1973056E-02,-9.92445E-01
5.1973200E-02,-9.74867E-01
5.1973344E-02,-9.67055E-01
5.1973488E-02,-9.49477E-01
5.1973632E-02,-9.33852E-01
5.1973776E-02,-9.12367E-01
5.1973920E-02,-8.98695E-01
5.1974064E-02,-8.75258E-01
5.1974208E-02,-8.53773E-01
5.1974352E-02,-8.44008E-01
5.1974496E-02,-8.28383E-01
5.1974640E-02,-8.18617E-01
5.1974784E-02,-8.02992E-01
5.1974928E-02,-7.93227E-01
5.1975072E-02,-7.71742E-01
5.1975216E-02,-7.69789E-01
5.1975360E-02,-7.54164E-01
5.1975504E-02,-7.50258E-01
5.1975648E-02,-7.48305E-01
5.1975792E-02,-7.36586E-01
5.1975936E-02,-7.36586E-01
5.1976080E-02,-7.40492E-01
5.1976224E-02,-7.38539E-01
5.1976368E-02,-7.50258E-01
5.1976512E-02,-7.42445E-01
5.1976656E-02,-7.46352E-01
5.1976800E-02,-7.52211E-01
5.1976944E-02,-7.69789E-01
5.1977088E-02,-7.69789E-01
5.1977232E-02,-7.77602E-01
5.1977376E-02,-7.89320E-01
5.1977520E-02,-8.02992E-01
5.1977664E-02,-8.10805E-01
5.1977808E-02,-8.26430E-01
5.1977952E-02,-8.34242E-01
5.1978096E-02,-8.40102E-01
5.1978240E-02,-8.53773E-01
5.1978384E-02,-8.63539E-01
5.1978528E-02,-8.71352E-01
5.1978672E-02,-8.81117E-01
5.1978816E-02,-8.92836E-01
5.1978960E-02,-9.00648E-01
5.1979104E-02,-9.08461E-01
5.1979248E-02,-9.12367E-01
5.1979392E-02,-9.14320E-01
5.1979536E-02,-9.14320E-01
5.1979680E-02,-9.18227E-01
5.1979824E-02,-9.18227E-01
5.1979968E-02,-9.16273E-01
5.1980112E-02,-9.06508E-01
5.1980256E-02,-9.02602E-01
5.1980400E-02,-8.92836E-01
5.1980544E-02,-8.85023E-01
5.1980688E-02,-8.65492E-01
5.1980832E-02,-8.51820E-01
5.1980976E-02,-8.38148E-01
5.1981120E-02,-8.22523E-01
5.1981264E-02,-8.08852E-01
5.1981408E-02,-7.87367E-01
5.1981552E-02,-7.73695E-01
5.1981696E-02,-7.48305E-01
5.1981840E-02,-7.20961E-01
5.1981984E-02,-7.05336E-01
5.1982128E-02,-6.81898E-01
5.1982272E-02,-6.50648E-01
5.1982416E-02,-6.31117E-01
5.1982560E-02,-5.99867E-01
5.1982704E-02,-5.72523E-01
5.1982848E-02,-5.56898E-01
5.1982992E-02,-5.21742E-01
5.1983136E-02,-5.00258E-01
5.1983280E-02,-4.76820E-01
5.1983424E-02,-4.49477E-01
5.1983568E-02,-4.39711E-01
5.1983712E-02,-4.04555E-01
5.1983856E-02,-3.81117E-01
5.1984000E-02,-3.63539E-01
5.1984144E-02,-3.49867E-01
5.1984288E-02,-3.22523E-01
5.1984432E-02,-3.06898E-01
5.1984576E-02,-2.97133E-01
5.1984720E-02,-2.81508E-01
5.1984864E-02,-2.60023E-01
5.1985008E-02,-2.48305E-01
5.1985152E-02,-2.40492E-01
5.1985296E-02,-2.30727E-01
5.1985440E-02,-2.20961E-01
5.1985584E-02,-2.09242E-01
5.1985728E-02,-1.99477E-01
5.1985872E-02,-1.87758E-01
5.1986016E-02,-1.87758E-01
5.1986160E-02,-1.83852E-01
5.1986304E-02,-1.72133E-01
5.1986448E-02,-1.74086E-01
5.1986592E-02,-1.64320E-01
5.1986736E-02,-1.66273E-01
5.1986880E-02,-1.52602E-01
5.1987024E-02,-1.52602E-01
5.1987168E-02,-1.36977E-01
5.1987312E-02,-1.35023E-01
5.1987456E-02,-1.25258E-01
5.1987600E-02,-1.21352E-01
5.1987744E-02,-1.13539E-01
5.1987888E-02,-1.19398E-01
5.1988032E-02,-1.07680E-01
5.1988176E-02,-9.79141E-02
5.1988320E-02,-9.20547E-02
5.1988464E-02,-8.03359E-02
5.1988608E-02,-6.66641E-02
5.1988752E-02,-6.86172E-02
5.1988896E-02,-4.32266E-02
5.1989040E-02,-4.12734E-02
5.1989184E-02,-3.15078E-02
5.1989328E-02,-2.56484E-02
5.1989472E-02,-1.97891E-02
5.1989616E-02,1.69531E-03
5.1989760E-02,1.34141E-02
5.1989904E-02,1.14609E-02
5.1990048E-02,3.68516E-02
5.1990192E-02,3.09922E-02
5.1990336E-02,4.46641E-02
5.1990480E-02,4.66172E-02
5.1990624E-02,6.02891E-02
5.1990768E-02,6.41953E-02
5.1990912E-02,6.61484E-02
5.1991056E-02,6.41953E-02
5.1991200E-02,6.22422E-02
5.1991344E-02,6.81016E-02
5.1991488E-02,6.41953E-02
5.1991632E-02,6.41953E-02
5.1991776E-02,6.02891E-02
5.1991920E-02,5.24766E-02
5.1992064E-02,3.88047E-02
5.1992208E-02,2.90391E-02
5.1992352E-02,1.92734E-02
5.1992496E-02,1.69531E-03
5.1992640E-02,-2.56484E-02
5.1992784E-02,-3.93203E-02
5.1992928E-02,-6.66641E-02
5.1993072E-02,-8.61953E-02
5.1993216E-02,-1.17445E-01
5.1993360E-02,-1.48695E-01
5.1993504E-02,-1.76039E-01
5.1993648E-02,-2.05336E-01
5.1993792E-02,-2.44398E-01
5.1993936E-02,-2.79555E-01
5.1994080E-02,-3.14711E-01
5.1994224E-02,-3.49867E-01
5.1994368E-02,-3.88930E-01
5.1994512E-02,-4.35805E-01
5.1994656E-02,-4.70961E-01
5.1994800E-02,-5.17836E-01
5.1994944E-02,-5.54945E-01
5.1995088E-02,-5.95961E-01
5.1995232E-02,-6.50648E-01
5.1995376E-02,-6.93617E-01
5.1995520E-02,-7.32680E-01
5.1995664E-02,-7.83461E-01
5.1995808E-02,-8.28383E-01
5.1995952E-02,-8.71352E-01
5.1996096E-02,-9.06508E-01
5.1996240E-02,-9.51430E-01
5.1996384E-02,-9.92445E-01
5.1996528E-02,-1.02955E+00
5.1996672E-02,-1.06276E+00
5.1996816E-02,-1.10573E+00
5.1996960E-02,-1.13502E+00
5.1997104E-02,-1.16432E+00
5.1997248E-02,-1.19557E+00
5.1997392E-02,-1.21705E+00
5.1997536E-02,-1.25221E+00
5.1997680E-02,-1.27955E+00
5.1997824E-02,-1.28932E+00
5.1997968E-02,-1.31471E+00
5.1998112E-02,-1.33229E+00
5.1998256E-02,-1.34596E+00
5.1998400E-02,-1.35963E+00
5.1998544E-02,-1.36940E+00
5.1998688E-02,-1.37721E+00
5.1998832E-02,-1.38307E+00
5.1998976E-02,-1.37916E+00
5.1999120E-02,-1.38698E+00
5.1999264E-02,-1.38502E+00
5.1999408E-02,-1.37721E+00
5.1999552E-02,-1.37721E+00
5.1999696E-02,-1.36745E+00
5.1999840E-02,-1.35963E+00
5.1999984E-02,-1.35182E+00
5.2000128E-02,-1.34010E+00
5.2000272E-02,-1.31862E+00
5.2000416E-02,-1.30299E+00
5.2000560E-02,-1.28737E+00
5.2000704E-02,-1.27370E+00
5.2000848E-02,-1.24635E+00
5.2000992E-02,-1.23073E+00
5.2001136E-02,-1.20338E+00
5.2001280E-02,-1.18971E+00
5.2001424E-02,-1.15455E+00
5.2001568E-02,-1.13112E+00
5.2001712E-02,-1.10573E+00
5.2001856E-02,-1.08815E+00
5.2002000E-02,-1.05104E+00
5.2002144E-02,-1.03541E+00
5.2002288E-02,-1.00416E+00
5.2002432E-02,-9.80727E-01
5.2002576E-02,-9.45570E-01
5.2002720E-02,-9.12367E-01
5.2002864E-02,-9.04555E-01
5.2003008E-02,-8.75258E-01
5.2003152E-02,-8.55727E-01
5.2003296E-02,-8.22523E-01
5.2003440E-02,-8.08852E-01
5.2003584E-02,-7.71742E-01
5.2003728E-02,-7.61977E-01
5.2003872E-02,-7.40492E-01
5.2004016E-02,-7.24867E-01
5.2004160E-02,-7.05336E-01
5.2004304E-02,-6.93617E-01
5.2004448E-02,-6.66273E-01
5.2004592E-02,-6.74086E-01
5.2004736E-02,-6.54555E-01
5.2004880E-02,-6.50648E-01
5.2005024E-02,-6.35023E-01
5.2005168E-02,-6.38930E-01
5.2005312E-02,-6.15492E-01
5.2005456E-02,-6.25258E-01
5.2005600E-02,-6.17445E-01
5.2005744E-02,-6.21352E-01
5.2005888E-02,-6.19398E-01
5.2006032E-02,-6.36977E-01
5.2006176E-02,-6.29164E-01
5.2006320E-02,-6.44789E-01
5.2006464E-02,-6.44789E-01
5.2006608E-02,-6.50648E-01
5.2006752E-02,-6.72133E-01
5.2006896E-02,-6.85805E-01
5.2007040E-02,-6.87758E-01
5.2007184E-02,-7.05336E-01
5.2007328E-02,-7.20961E-01
5.2007472E-02,-7.28773E-01
5.2007616E-02,-7.50258E-01
5.2007760E-02,-7.75648E-01
5.2007904E-02,-7.87367E-01
5.2008048E-02,-8.16664E-01
5.2008192E-02,-8.24477E-01
5.2008336E-02,-8.53773E-01
5.2008480E-02,-8.65492E-01
5.2008624E-02,-8.96742E-01
5.2008768E-02,-9.04555E-01
5.2008912E-02,-9.27992E-01
5.2009056E-02,-9.55336E-01
5.2009200E-02,-9.65102E-01
5.2009344E-02,-9.90492E-01
5.2009488E-02,-1.01002E+00
5.2009632E-02,-1.02370E+00
5.2009776E-02,-1.03737E+00
5.2009920E-02,-1.05690E+00
5.2010064E-02,-1.06862E+00
5.2010208E-02,-1.09010E+00
5.2010352E-02,-1.10182E+00
5.2010496E-02,-1.10963E+00
5.2010640E-02,-1.12526E+00
5.2010784E-02,-1.12916E+00
5.2010928E-02,-1.13893E+00
5.2011072E-02,-1.13307E+00
5.2011216E-02,-1.14088E+00
5.2011360E-02,-1.15065E+00
5.2011504E-02,-1.14674E+00
5.2011648E-02,-1.14479E+00
5.2011792E-02,-1.14479E+00
5.2011936E-02,-1.13893E+00
5.2012080E-02,-1.13502E+00
5.2012224E-02,-1.12526E+00
5.2012368E-02,-1.12526E+00
5.2012512E-02,-1.10768E+00
5.2012656E-02,-1.09987E+00
5.2012800E-02,-1.08034E+00
5.2012944E-02,-1.06862E+00
5.2013088E-02,-1.05690E+00
5.2013232E-02,-1.04909E+00
5.2013376E-02,-1.02760E+00
5.2013520E-02,-1.01198E+00
5.2013664E-02,-9.98305E-01
5.2013808E-02,-9.78773E-01
5.2013952E-02,-9.63148E-01
5.2014096E-02,-9.43617E-01
5.2014240E-02,-9.31898E-01
5.2014384E-02,-8.94789E-01
5.2014528E-02,-8.86977E-01
5.2014672E-02,-8.67445E-01
5.2014816E-02,-8.44008E-01
5.2014960E-02,-8.42055E-01
5.2015104E-02,-8.22523E-01
5.2015248E-02,-8.04945E-01
5.2015392E-02,-7.93227E-01
5.2015536E-02,-7.81508E-01
5.2015680E-02,-7.63930E-01
5.2015824E-02,-7.52211E-01
5.2015968E-02,-7.44398E-01
5.2016112E-02,-7.40492E-01
5.2016256E-02,-7.36586E-01
5.2016400E-02,-7.30727E-01
5.2016544E-02,-7.24867E-01
5.2016688E-02,-7.22914E-01
5.2016832E-02,-7.28773E-01
5.2016976E-02,-7.28773E-01
5.2017120E-02,-7.28773E-01
5.2017264E-02,-7.34633E-01
5.2017408E-02,-7.42445E-01
5.2017552E-02,-7.56117E-01
5.2017696E-02,-7.58070E-01
5.2017840E-02,-7.71742E-01
5.2017984E-02,-7.81508E-01
5.2018128E-02,-7.95180E-01
5.2018272E-02,-8.08852E-01
5.2018416E-02,-8.22523E-01
5.2018560E-02,-8.40102E-01
5.2018704E-02,-8.57680E-01
5.2018848E-02,-8.67445E-01
5.2018992E-02,-9.00648E-01
5.2019136E-02,-9.16273E-01
5.2019280E-02,-9.31898E-01
5.2019424E-02,-9.51430E-01
5.2019568E-02,-9.61195E-01
5.2019712E-02,-9.72914E-01
5.2019856E-02,-9.88539E-01
5.2020000E-02,-1.01002E+00
5.2020144E-02,-1.01979E+00
5.2020288E-02,-1.03737E+00
5.2020432E-02,-1.05885E+00
5.2020576E-02,-1.05690E+00
5.2020720E-02,-1.07057E+00
5.2020864E-02,-1.07643E+00
5.2021008E-02,-1.08229E+00
5.2021152E-02,-1.08424E+00
5.2021296E-02,-1.09205E+00
5.2021440E-02,-1.08229E+00
5.2021584E-02,-1.08229E+00
5.2021728E-02,-1.09205E+00
5.2021872E-02,-1.08620E+00
5.2022016E-02,-1.07448E+00
5.2022160E-02,-1.07057E+00
5.2022304E-02,-1.05495E+00
5.2022448E-02,-1.04909E+00
5.2022592E-02,-1.03737E+00
5.2022736E-02,-1.02370E+00
5.2022880E-02,-1.01979E+00
5.2023024E-02,-9.98305E-01
5.2023168E-02,-9.86586E-01
5.2023312E-02,-9.63148E-01
5.2023456E-02,-9.45570E-01
5.2023600E-02,-9.29945E-01
5.2023744E-02,-9.08461E-01
5.2023888E-02,-8.96742E-01
5.2024032E-02,-8.83070E-01
5.2024176E-02,-8.69398E-01
5.2024320E-02,-8.51820E-01
5.2024464E-02,-8.42055E-01
5.2024608E-02,-8.22523E-01
5.2024752E-02,-8.10805E-01
5.2024896E-02,-8.01039E-01
5.2025040E-02,-7.83461E-01
5.2025184E-02,-7.77602E-01
5.2025328E-02,-7.63930E-01
5.2025472E-02,-7.58070E-01
5.2025616E-02,-7.52211E-01
5.2025760E-02,-7.38539E-01
5.2025904E-02,-7.44398E-01
5.2026048E-02,-7.38539E-01
5.2026192E-02,-7.30727E-01
5.2026336E-02,-7.40492E-01
5.2026480E-02,-7.44398E-01
5.2026624E-02,-7.42445E-01
5.2026768E-02,-7.58070E-01
5.2026912E-02,-7.56117E-01
5.2027056E-02,-7.65883E-01
5.2027200E-02,-7.79555E-01
5.2027344E-02,-7.87367E-01
5.2027488E-02,-8.06898E-01
5.2027632E-02,-8.06898E-01
5.2027776E-02,-8.12758E-01
5.2027920E-02,-8.38148E-01
5.2028064E-02,-8.42055E-01
5.2028208E-02,-8.47914E-01
5.2028352E-02,-8.63539E-01
5.2028496E-02,-8.75258E-01
5.2028640E-02,-8.79164E-01
5.2028784E-02,-8.88930E-01
5.2028928E-02,-8.96742E-01
5.2029072E-02,-9.10414E-01
5.2029216E-02,-9.12367E-01
5.2029360E-02,-9.16273E-01
5.2029504E-02,-9.20180E-01
5.2029648E-02,-9.16273E-01
5.2029792E-02,-9.16273E-01
5.2029936E-02,-9.22133E-01
5.2030080E-02,-9.06508E-01
5.2030224E-02,-9.06508E-01
5.2030368E-02,-8.90883E-01
5.2030512E-02,-8.92836E-01
5.2030656E-02,-8.75258E-01
5.2030800E-02,-8.73305E-01
5.2030944E-02,-8.49867E-01
5.2031088E-02,-8.32289E-01
5.2031232E-02,-8.14711E-01
5.2031376E-02,-7.99086E-01
5.2031520E-02,-7.73695E-01
5.2031664E-02,-7.56117E-01
5.2031808E-02,-7.24867E-01
5.2031952E-02,-7.15102E-01
5.2032096E-02,-6.79945E-01
